facialacc_cls;budget;kvsr;kfsr;kcsr;kvr;kesr;subkesr;meanstype;summa
840010010;152;940;503;9900060000;612;241;1001400;10191;3367600.0
840010010;152;940;1101;9900020000;244;226;1001019;10004;-40108.0
840010010;152;940;1101;9900020000;244;290;1001019;10004;1108.0
840010010;152;940;1101;9900020000;244;310;1001019;10004;34500.0
840010010;152;940;1101;9900020000;244;340;1001019;10004;4500.0
115010010;146;915;412;2700060000;611;241;1001400;10186;-659328.19
115010010;146;915;412;2700060000;611;241;1001400;10187;659328.19
837010010;149;937;104;9900011000;121;211;1001100;10004;2492400.0
837010010;149;937;104;9900011000;129;213;1001100;10004;752700.0
837010010;149;937;104;9900075160;121;211;2001100;10004;1908473.0
837010010;149;937;104;9900075160;129;213;2001100;10004;571527.0
837010010;149;937;113;9900020000;244;226;1001400;10004;200000.0
837010010;149;937;113;9900060000;611;241;1001400;10176;819004.0
837010010;149;937;113;9900060000;611;241;1001400;10178;247340.0
837010010;149;937;113;9900060000;611;241;1001400;10179;200000.0
837010010;149;937;113;9900060000;611;241;1001400;10191;248145.0
837010010;149;937;113;9900060000;611;241;1001400;10186;101228.03
837010010;149;937;113;9900060000;611;241;1001400;10187;6000.0
837010010;149;937;113;9900060000;611;241;1001400;10183;111040.0
837010010;149;937;113;9900060000;612;241;1001400;10189;579720.0
837010010;149;937;113;9900060000;612;241;1001400;10190;5320624.0
837010010;149;937;113;9900060000;611;241;1001400;10179;5987.37
837010010;149;937;113;9900060000;611;241;1001400;10181;132737.36
837010010;149;937;113;9900060000;611;241;1001400;10186;14188.8
837010010;149;937;113;9900060000;611;241;1001400;10191;62031.99
837010010;149;937;409;9900020000;244;225;1002000;10255;9149000.0
837010010;149;937;503;9900020000;244;225;1002000;10004;9000030.0
837010010;149;937;503;9900020000;244;226;1002000;10004;1400000.0
837010010;149;937;503;9900020000;244;225;1002000;10004;693503.26
837010010;149;937;503;9900020000;244;310;1002000;10004;5000000.0
837010010;149;937;503;9900072000;244;225;2002000;10004;3654000.0
837010010;149;937;804;9900020000;244;226;1001023;10004;201000.0
837010010;149;937;1001;9900080000;321;263;1001049;10004;5321.43
837010010;149;937;1101;9900060000;814;242;1001018;10252;119156.76
837010010;149;937;503;9900020000;244;225;1002000;10004;0.0
837010010;149;937;503;À3000L5550;244;225;1002000;10004;0.0
841010010;153;941;503;9900060000;611;241;1002000;10191;-250000.0
841010010;153;941;503;9900060000;612;241;1002000;10086;250000.0
838010010;150;938;104;9900011000;851;290;1001100;10004;-3800.0
838010010;150;938;104;9900011000;853;290;1001100;10004;1000.0
838010010;150;938;104;9900011000;852;290;1001100;10004;2800.0
838010010;150;938;503;Â200060000;611;241;1002000;10185;-1277440.0
838010010;150;938;503;Â2000L5550;612;241;1002000;10185;1277440.0
838010010;150;938;503;Â200060000;611;241;2002000;10185;-11496260.0
838010010;150;938;503;Â2000R5550;612;241;2002000;10185;11496260.0
110010010;146;910;502;9900040000;414;310;1002592;10022;11965302.09
110010010;146;910;502;9900040000;414;310;1002592;10022;-11965302.09
110010010;146;910;505;9900020000;244;226;1001200;10004;-4200.0
110010010;146;910;505;9900020000;244;340;1001200;10004;4200.0
836010010;148;936;503;9900020000;244;310;1002000;10004;-500000.0
836010010;148;936;503;9900020000;244;225;1002000;10004;500000.0
840010010;152;940;104;9900011000;244;223;1001100;10004;-5639.16
840010010;152;940;104;9900011000;244;223;1001100;10004;5639.16
840010010;152;940;409;9900020000;244;225;1002000;10004;-1194659.72
840010010;152;940;409;9900020000;244;225;1002000;10004;1194659.72
840010010;152;940;113;9900060000;612;241;1001400;10190;-830350.0
840010010;152;940;503;9900060000;612;241;1001400;10176;-9352066.03
840010010;152;940;113;9900060000;612;241;1001400;10190;830350.0
840010010;152;940;503;9900060000;612;241;1001400;10176;9352066.03
840010010;152;940;503;9900060000;612;241;1001400;10178;-3484394.92
840010010;152;940;503;9900060000;612;241;1001400;10178;3484394.92
840010010;152;940;503;9900060000;612;241;1001400;10180;-300000.0
840010010;152;940;503;9900060000;612;241;1001400;10180;300000.0
840010010;152;940;503;9900060000;612;241;1001400;10183;-2030000.0
840010010;152;940;503;9900060000;612;241;1001400;10183;2030000.0
840010010;152;940;503;9900060000;612;241;1001400;10186;-454000.0
840010010;152;940;503;9900060000;612;241;1001400;10186;454000.0
840010010;152;940;503;9900060000;612;241;1001400;10187;-40000.0
840010010;152;940;503;9900060000;612;241;1001400;10187;40000.0
840010010;152;940;503;9900060000;612;241;1001400;10189;-413000.0
840010010;152;940;503;9900060000;612;241;1001400;10189;413000.0
110010010;146;910;603;2000020000;244;226;1002000;10004;-4562400.0
110010010;146;910;603;2000020000;244;226;1002000;10424;2030600.0
110010010;146;910;603;2000020000;244;226;1002000;10425;356290.0
110010010;146;910;603;2000020000;244;310;1002000;10425;2175510.0
840010010;152;940;503;9900020000;244;310;1002000;10004;-1498362.28
840010010;152;940;503;9900020000;244;310;1002000;10004;1498362.28
114010010;146;914;1003;6700060000;612;241;1001048;10186;-166000.0
114010010;146;914;1003;6700060000;612;241;1001048;10187;102000.0
114010010;146;914;1003;6700060000;612;241;1001048;10191;64000.0
114010010;146;914;707;3500060000;622;241;1001000;10186;-90000.0
114010010;146;914;707;3500060000;622;241;1001000;10187;90000.0
134010010;146;934;113;9900073080;612;241;2001400;10184;-24727584.0
134010030;146;934;113;9900073080;243;225;2001313;10001;24727584.0
134010020;146;934;113;9900012000;244;221;1001312;10004;-314500.0
134010020;146;934;113;9900012000;244;222;1001312;10004;-6000.0
134010020;146;934;113;9900012000;244;223;1001312;10004;-2961800.0
134010020;146;934;113;9900012000;244;225;1001312;10004;-731900.0
134010020;146;934;113;9900012000;244;226;1001312;10004;-1769000.0
134010020;146;934;113;9900012000;244;340;1001312;10004;-6355000.0
134010020;146;934;113;9900012000;244;221;1001312;10004;1101.21
134010020;146;934;113;9900012000;244;223;1001312;10004;83065.12
134010020;146;934;113;9900012000;244;226;1001312;10004;3324.78
134010020;146;934;113;9900012000;244;221;1001312;10004;313398.79
134010020;146;934;113;9900012000;244;222;1001312;10004;6000.0
134010020;146;934;113;9900012000;244;223;1001312;10004;2878734.88
134010020;146;934;113;9900012000;244;225;1001312;10004;731900.0
134010020;146;934;113;9900012000;244;226;1001312;10004;1765675.22
103010010;146;903;801;9900060000;612;241;1001000;10189;-1261300.0
103010010;146;903;801;9900060000;612;241;1001000;10186;-3477400.0
103010010;146;903;801;9900060000;612;241;1001000;10189;-1000000.0
103010010;146;903;801;9900060000;612;241;1001000;10190;5738700.0
103010010;146;903;703;9900060000;612;241;1001000;10186;-98900.0
103010010;146;903;703;9900060000;612;241;1001000;10186;-1000000.0
103010010;146;903;703;9900060000;612;241;1001000;10190;1098900.0
103010010;146;903;804;9900060000;621;241;1001000;10186;-8927730.4
103010010;146;903;804;9900060000;621;241;1001000;10190;6123298.4
103010010;146;903;804;9900060000;621;241;1001000;10180;610300.0
103010010;146;903;804;9900060000;621;241;1001000;10182;231000.0
103010010;146;903;804;9900060000;621;241;1001000;10183;460005.0
103010010;146;903;804;9900060000;621;241;1001000;10191;1503127.0
836010010;148;936;104;9900075160;121;211;2001100;10004;104500.0
114010210;146;914;1003;5700020000;244;226;1001000;10004;-49900.0
114010210;146;914;1003;5700020000;244;340;1001000;10004;49900.0
132010010;146;932;103;9900011000;244;221;1001103;10004;-21000.45
132010010;146;932;103;9900011000;244;221;1001103;10004;21000.45
132010010;146;932;103;9900011000;244;223;1001103;10004;-98520.55
132010010;146;932;103;9900011000;244;223;1001103;10004;98520.55
132010010;146;932;103;9900011000;244;226;1001103;10004;-9240.0
132010010;146;932;103;9900020000;244;226;1001200;10004;-112000.0
132010010;146;932;103;9900011000;244;226;1001103;10004;9240.0
132010010;146;932;103;9900020000;244;226;1001200;10004;112000.0
132010010;146;932;103;9900011000;244;340;1001103;10004;-56020.2
132010010;146;932;103;9900011000;244;340;1001103;10004;56020.2
836010010;148;936;104;9900011000;244;221;1001100;10004;-14646.89
109010010;146;909;408;20000S3040;244;310;1002611;10399;-17763.74
109010010;146;909;408;20000S3040;244;310;1002611;10399;17763.74
109010010;146;909;408;2000073040;244;310;2002611;10399;-159873.61
109010010;146;909;408;2000073040;244;310;2002611;10399;159873.61
842010010;154;942;503;Ê1000S3320;244;225;2002000;10004;29110260.0
842010010;154;942;503;Ê2000S3320;244;310;2002000;10004;5801520.0
836010010;148;936;104;9900011000;244;221;1001100;10004;14646.89
836010020;148;936;113;9900012000;244;221;1001300;10004;-21598.02
836010020;148;936;113;9900012000;244;221;1001300;10004;21598.02
110010010;146;910;605;9900075120;121;211;2001108;10004;2347000.0
110010010;146;910;605;9900075120;122;212;2001108;10004;17300.0
110010010;146;910;605;9900075120;129;213;2001108;10004;708794.0
110010010;146;910;605;9900075120;244;221;2001108;10004;205000.0
110010010;146;910;605;9900075120;244;226;2001108;10004;275400.0
110010010;146;910;605;9900075120;244;340;2001108;10004;3667.75
110010010;146;910;605;9900075120;244;221;2001108;10004;221.46
110010010;146;910;605;9900075120;244;221;2001108;10004;-221.46
837010010;149;937;503;9900020000;244;225;1002000;10004;-3128730.0
837010010;149;937;503;À3000L5550;244;225;1002000;10004;3128730.0
837010010;149;937;503;À3000R5550;244;225;2002000;10004;28158600.0
837010010;149;937;503;À200073320;244;310;2002000;10004;22838060.0
106010010;146;906;701;9900075020;611;241;2001057;10176;-146244.0
106010010;146;906;701;9900075020;611;241;2001057;10177;2350.0
106010010;146;906;701;9900075020;611;241;2001057;10178;-44165.0
110010010;146;910;505;5000020000;244;226;1001400;10004;60000.0
110010010;146;910;505;9900020000;244;221;1001200;10004;183600.0
110010010;146;910;505;9900020000;244;226;1001200;10004;1624900.0
110010010;146;910;505;5000020000;244;226;1001400;10004;-60000.0
110010010;146;910;505;9900020000;244;221;1001200;10004;-183600.0
110010010;146;910;505;9900020000;244;226;1001200;10004;-1624900.0
114010010;146;914;1004;9900075170;360;226;2001006;10004;37174000.0
106010010;146;906;701;9900075020;611;241;2001057;10179;34070.0
106010010;146;906;701;9900075020;611;241;2001057;10186;46230.0
106010010;146;906;701;9900075020;611;241;2001057;10191;107759.0
134010010;146;934;113;9900060000;611;241;1001414;10176;-53040200.0
134010010;146;934;113;9900060000;611;241;1001414;10177;-397300.0
134010010;146;934;113;9900060000;611;241;1001414;10178;-16090600.0
844010010;155;944;113;9900060000;611;241;1001400;10176;-60000.0
844010010;155;944;113;9900060000;611;241;1001400;10187;30000.0
844010010;155;944;113;9900060000;611;241;1001400;10188;30000.0
844010010;155;944;113;9900060000;611;241;1001400;10191;-20435.0
844010010;155;944;113;9900060000;611;241;1001400;10187;20435.0
844010010;155;944;503;9900060000;611;241;1001400;10183;-3300000.0
844010010;155;944;503;9900060000;611;241;1001400;10186;3300000.0
844010010;155;944;113;9900060000;611;241;1001400;10191;-112498.47
118010010;146;918;106;9900011000;244;340;1001103;10004;-7637.5
118010010;146;918;106;9900011000;244;340;1001103;10998;7637.5
134010010;146;934;113;9900060000;611;241;1001414;10179;-10354600.0
134010010;146;934;113;9900060000;611;241;1001414;10180;-4889400.0
134010010;146;934;113;9900060000;611;241;1001414;10181;-14216400.0
134010010;146;934;113;9900060000;611;241;1001414;10183;-7835700.0
134010010;146;934;113;9900060000;611;241;1001414;10185;-4245500.0
134010010;146;934;113;9900060000;611;241;1001414;10186;-17263800.0
134010010;146;934;113;9900060000;611;241;1001414;10188;-1943200.0
134010010;146;934;113;9900060000;611;241;1001414;10187;-6686100.0
134010010;146;934;113;9900060000;611;241;1001414;10191;-9312500.0
134010010;146;934;113;9900060000;611;241;1001414;10182;-6706600.0
134010010;146;934;113;20000S3080;612;241;1001414;10184;-6181900.0
134010010;146;934;113;9900060000;612;241;1001414;10184;0.0
134010010;146;934;113;9900060000;612;241;1001414;10186;-18100.0
134010010;146;934;113;9900060000;612;241;1001414;10186;-1936000.0
134010010;146;934;113;9900060000;612;241;1001414;10189;0.0
134010030;146;934;113;9900012000;111;211;1001311;10004;49936800.0
134010030;146;934;113;9900012000;112;212;1001311;10004;397300.0
134010030;146;934;113;9900012000;119;213;1001311;10004;15080900.0
134010030;146;934;113;9900012000;244;221;1001311;10004;12441800.0
134010030;146;934;113;9900012000;244;222;1001311;10004;5174500.0
134010030;146;934;113;9900012000;244;223;1001311;10004;14216400.0
844010010;155;944;113;9900060000;611;241;1001400;10186;112498.47
134010030;146;934;113;9900012000;244;224;1001311;10004;6123800.0
134010030;146;934;113;20000S3080;243;225;1001311;10001;6181900.0
134010030;146;934;113;9900012000;243;225;1001311;10001;0.0
134010030;146;934;113;9900012000;244;225;1001311;10002;3583300.0
134010030;146;934;113;9900012000;244;225;1001311;10004;8975700.0
134010030;146;934;113;9900012000;244;226;1001311;10004;17655400.0
134010030;146;934;113;9900012000;851;290;1001311;10004;1513100.0
134010030;146;934;113;9900012000;852;290;1001311;10004;205400.0
134010030;146;934;113;9900012000;853;290;1001311;10004;174700.0
134010030;146;934;113;9900012000;244;290;1001311;10004;6925300.0
134010030;146;934;113;9900012000;244;310;1001311;10004;1936000.0
134010030;146;934;113;9900012000;244;340;1001311;10004;10595600.0
157010010;146;957;309;9900020000;244;226;1001200;10004;-18480.0
157010010;146;957;309;9900020000;244;226;1001200;10004;18480.0
101010010;146;901;113;5500020000;244;226;1001402;10004;-39171.0
101010010;146;901;113;5500020000;244;226;1001402;10004;39171.0
838010010;150;938;104;9900011000;244;226;1001100;10004;-2000.0
838010010;150;938;104;9900011000;244;226;1001100;10004;2000.0
843010010;147;943;104;9900011000;121;211;1001100;10004;-463000.0
843010010;147;943;104;9900011000;129;213;1001100;10004;-200000.0
843010010;147;943;104;9900075160;121;211;2001100;10004;463000.0
843010010;147;943;104;9900075160;129;213;2001100;10004;200000.0
843010010;147;943;204;9900020000;244;226;1001405;10004;57870.0
843010010;147;943;409;9900020000;244;225;1002000;10004;7739505.33
114010210;146;914;1002;5400012000;244;221;1001303;10004;-84.49
114010210;146;914;1002;5400012000;244;221;1001303;10004;84.49
843010010;147;943;503;9900020000;244;225;1002000;10004;4083271.38
843010010;147;943;503;È100073320;244;225;2002000;10004;15733900.0
843010010;147;943;503;È1000S3320;244;225;1002000;10004;828100.0
843010010;147;943;804;9900020000;244;226;1001023;10004;455000.0
843010010;147;943;1101;9900020000;244;226;1001019;10004;130000.0
841010010;153;941;104;9900011000;244;221;1001100;10004;-6100.0
841010010;153;941;104;9900011000;244;221;1001100;10004;6100.0
837010010;149;937;503;À200020000;244;310;1002000;10004;-1202003.0
837010010;149;937;503;À2000S3320;244;310;1002000;10004;1202003.0
837010010;149;937;503;9900020000;244;225;1002000;10004;-286500.0
840010010;152;940;113;9900060000;611;241;1001400;10190;-830350.0
840010010;152;940;113;9900060000;612;241;1001400;10190;830350.0
840010010;152;940;503;9900060000;611;241;1001400;10176;-9352063.49
840010010;152;940;503;9900060000;612;241;1001400;10176;9352063.49
840010010;152;940;503;9900060000;611;241;1001400;10178;-3484394.92
840010010;152;940;503;9900060000;612;241;1001400;10178;3484394.92
840010010;152;940;503;9900060000;611;241;1001400;10180;-300000.0
840010010;152;940;503;9900060000;612;241;1001400;10180;300000.0
101010030;146;901;113;5500012000;244;223;1001301;10004;-3891.84
101010030;146;901;113;5500012000;244;223;1001301;10004;3891.84
101010030;146;901;113;5500012000;244;225;1001301;10004;-1510.0
101010030;146;901;113;5500012000;244;225;1001301;10004;1510.0
101010030;146;901;113;5500012000;244;226;1001301;10004;-5880.0
101010030;146;901;113;5500012000;244;226;1001301;10004;5880.0
101010030;146;901;113;5500012000;244;340;1001301;10004;-41503.5
101010030;146;901;113;5500012000;244;340;1001301;10004;41503.5
840010010;152;940;503;9900060000;611;241;1001400;10183;-2030000.0
840010010;152;940;503;9900060000;612;241;1001400;10183;2030000.0
840010010;152;940;503;9900060000;611;241;1001400;10186;-454000.0
840010010;152;940;503;9900060000;612;241;1001400;10186;454000.0
840010010;152;940;503;9900060000;611;241;1001400;10187;-40000.0
840010010;152;940;503;9900060000;612;241;1001400;10187;40000.0
840010010;152;940;503;9900060000;611;241;1001400;10190;-117200.0
840010010;152;940;503;9900060000;612;241;1001400;10190;117200.0
840010010;152;940;503;9900060000;611;241;1001400;10189;-413000.0
840010010;152;940;503;9900060000;612;241;1001400;10189;413000.0
840010010;152;940;503;9900060000;611;241;1001400;10191;-3367600.0
840010010;152;940;503;9900060000;612;241;1001400;10191;3367600.0
106010010;146;906;702;4520060000;611;241;1001000;10181;-11790900.0
106010010;146;906;702;4520060000;612;241;1001000;10190;11790900.0
106010010;146;906;702;4520060000;621;241;1001000;10181;-119100.0
106010010;146;906;702;4520060000;622;241;1001000;10190;119100.0
106010010;146;906;703;4530060000;611;241;1001000;10185;685022.72
106010010;146;906;703;4530060000;611;241;1001000;10186;-685022.72
106010010;146;906;703;4530060000;612;241;1001000;10189;-467000.0
106010010;146;906;703;4530060000;612;241;1001000;10190;714600.0
106010010;146;906;703;4530060000;612;241;1001000;10191;-247600.0
106010010;146;906;703;4530060000;621;241;1001000;10191;-119100.0
114010210;146;914;1002;5400012000;244;226;1001303;10004;-31920.0
114010210;146;914;1002;5400012000;244;226;1001303;10998;31920.0
836010020;148;936;503;9900012000;244;310;1001300;10004;-600000.0
106010010;146;906;703;4530060000;622;241;1001000;10190;119100.0
836010010;148;936;503;9900020000;244;310;1002000;10004;600000.0
114010010;146;914;1006;9900075080;121;211;2001112;10004;665000.0
114010010;146;914;1006;9900075080;129;213;2001112;10004;199828.0
114010010;146;914;1006;9900020000;244;223;1001200;10004;-11233.69
114010010;146;914;1006;9900020000;244;223;1001200;10004;11233.69
114010210;146;914;1002;5400012000;244;225;1001303;10004;-33600.0
114010210;146;914;1002;5400012000;244;225;1001303;10998;33600.0
836010020;148;936;409;9900020000;244;225;1001300;10105;0.0
836010020;148;936;503;9900012000;244;226;1001300;10004;0.0
836010020;148;936;503;9900012000;244;310;1001300;10004;0.0
836010010;148;936;409;9900020000;244;225;1002000;10105;0.0
836010010;148;936;503;9900020000;244;226;1002000;10004;0.0
836010010;148;936;503;9900020000;244;310;1002000;10004;0.0
157010030;146;957;309;9900012000;244;340;1001306;10004;-1480.0
157010030;146;957;309;9900012000;244;340;1001306;10998;1480.0
134010010;146;934;113;9900020000;244;226;1003000;10027;-138780.97
134010010;146;934;113;9900020000;244;226;1003000;10998;138780.97
841010010;153;941;104;9900075160;121;211;2001100;10004;97800.0
841010010;153;941;104;9900075160;129;213;2001100;10004;29533.0
841010010;153;941;104;9900011000;244;221;1001100;10004;6100.0
841010010;153;941;104;9900011000;244;226;1001100;10004;-6100.0
836010020;148;936;409;9900020000;244;225;1001300;10105;-5025000.0
836010010;148;936;409;9900020000;244;225;1002000;10105;5025000.0
836010020;148;936;503;9900012000;244;226;1001300;10004;-100000.0
836010010;148;936;503;9900020000;244;226;1002000;10004;100000.0
132010010;146;932;103;9900011000;244;340;1001103;10004;-94802.0
132010010;146;932;103;9900011000;244;340;1001103;10998;94802.0
839010010;151;939;104;9900075160;121;211;2001100;10004;75973.0
839010010;151;939;104;9900075160;129;213;2001100;10004;22944.0
842010010;154;942;104;9900011000;129;213;1001100;10004;-3.11
836010010;148;936;104;9900011000;244;221;1001100;10004;-2545.11
836010010;148;936;104;9900011000;244;221;1001100;10004;2545.11
836010020;148;936;113;9900012000;244;221;1001300;10004;-54615.39
836010020;148;936;113;9900012000;244;221;1001300;10004;54615.39
840010010;152;940;503;9900060000;612;241;1001400;10176;2.54
108010010;146;908;408;9900020000;244;224;1002000;10390;0.0
108010010;146;908;408;6000020000;244;224;1002566;10370;-72301800.0
108010010;146;908;408;6000020000;244;224;1002568;10370;-225102700.0
108010010;146;908;408;2000020000;244;224;1002000;10390;-1860000.0
108010010;146;908;408;9900020000;244;224;1002000;10390;0.0
108010010;146;908;408;6000020000;244;224;1002566;10370;72301800.0
108010010;146;908;408;6000020000;244;224;1002568;10370;225102700.0
108010010;146;908;408;2000020000;244;224;1002000;10390;1860000.0
134010010;146;934;104;9900075200;121;211;2001111;10004;2271000.0
134010010;146;934;104;9900075200;129;213;2001111;10004;681532.0
134010010;146;934;104;9900075200;122;212;2001111;10004;550.0
110010010;146;910;503;9900020000;244;226;1002000;10107;92000.0
110010010;146;910;503;9900020000;244;226;1002000;10107;-92000.0
110010010;146;910;605;9900075120;244;221;2001108;10004;4001.66
110010010;146;910;605;9900075120;244;221;2001108;10004;-4001.66
114010010;146;914;1006;9900075180;121;211;2001106;10004;33824400.0
114010010;146;914;1006;9900075180;129;213;2001106;10004;10214900.0
114010010;146;914;1006;9900075180;244;221;2001106;10004;400800.0
114010010;146;914;1006;9900075180;244;223;2001106;10004;714600.0
114010010;146;914;1006;9900075180;244;225;2001106;10004;439000.0
114010010;146;914;1006;9900075180;244;226;2001106;10004;293000.0
114010010;146;914;1006;9900075180;244;340;2001106;10004;76500.0
114010010;146;914;1006;9900075180;851;290;2001106;10004;2500.0
114010010;146;914;1006;9900075180;121;211;2001107;10004;3907200.0
114010010;146;914;1006;9900075180;129;213;2001107;10004;1180100.0
114010010;146;914;1006;9900075180;244;221;2001107;10004;20000.0
114010010;146;914;1006;9900075190;121;211;2001105;10004;6592900.0
114010010;146;914;1006;9900075190;129;213;2001105;10004;1991000.0
114010010;146;914;1006;9900075190;244;221;2001105;10004;19200.0
114010010;146;914;1006;9900075190;244;226;2001105;10004;140900.0
114010010;146;914;1006;9900075190;244;340;2001105;10004;73500.0
114010010;146;914;1003;5700020000;244;226;1001000;10004;-15052.97
114010010;146;914;1003;5700020000;244;226;1001000;10004;15052.97
114010210;146;914;1002;5400012000;244;340;1001303;10004;-33150.0
114010210;146;914;1002;5400012000;244;340;1001303;10998;33150.0
157010010;146;957;309;9900020000;244;221;1001200;10004;-3166.22
157010010;146;957;309;9900020000;244;221;1001200;10004;3166.22
157010010;146;957;309;9900020000;244;223;1001200;10004;-21688.37
157010010;146;957;309;9900020000;244;223;1001200;10004;21688.37
114010010;146;914;1006;9900075190;851;290;2001105;10004;2500.0
132010010;146;932;103;9900011000;244;225;1001103;10004;-14008.72
132010010;146;932;103;9900011000;244;225;1001103;10998;14008.72
109010010;146;909;502;2300040000;414;310;1002598;10022;-13517100.0
109010010;146;909;502;2300040000;414;226;1002598;10022;13517100.0
841010010;153;941;113;9900060000;611;241;1001400;10179;93850.0
841010010;153;941;113;9900060000;611;241;1001400;10181;213000.0
841010010;153;941;113;9900060000;611;241;1001400;10183;422280.0
841010010;153;941;113;9900060000;611;241;1001400;10185;-63000.0
841010010;153;941;113;9900060000;611;241;1001400;10186;134870.0
841010010;153;941;113;9900060000;611;241;1001400;10189;-755000.0
841010010;153;941;113;9900060000;611;241;1001400;10191;-46000.0
841010010;153;941;314;Á100060000;612;241;1001400;10004;-120000.0
841010010;153;941;314;Á100060000;611;241;1001400;10189;120000.0
841010010;153;941;503;9900060000;611;241;1002000;10180;50000.0
841010010;153;941;503;9900060000;611;241;1002000;10191;950000.0
841010010;153;941;503;9900060000;612;241;1002000;10004;-1000000.0
841010010;153;941;309;9900060000;611;241;1001400;10176;-35.25
841010010;153;941;309;9900060000;611;241;1001400;10178;35.25
841010010;153;941;503;9900060000;611;241;1002000;10176;-8.0
841010010;153;941;503;9900060000;611;241;1002000;10178;8.0
106010010;146;906;702;4520060000;611;241;1001000;10181;-688000.0
106010010;146;906;702;4520060000;611;241;1001000;10183;688000.0
134010010;146;934;113;9900060000;611;241;1001417;10176;-34010600.0
134010010;146;934;113;9900060000;611;241;1001417;10177;-262500.0
134010010;146;934;113;9900060000;611;241;1001417;10178;-10270300.0
134010010;146;934;113;9900060000;611;241;1001417;10179;-344300.0
134010010;146;934;113;9900060000;611;241;1001417;10180;-9000.0
134010010;146;934;113;9900060000;611;241;1001417;10181;-3283700.0
134010010;146;934;113;9900060000;611;241;1001417;10183;-694400.0
134010010;146;934;113;9900060000;611;241;1001417;10185;-29500.0
134010010;146;934;113;9900060000;611;241;1001417;10186;-446800.0
134010010;146;934;113;9900060000;611;241;1001417;10188;-282200.0
134010010;146;934;113;9900060000;611;241;1001417;10187;-626200.0
134010010;146;934;113;9900060000;611;241;1001417;10191;-4175500.0
134010020;146;934;113;9900012000;111;211;1001312;10004;31925800.0
134010020;146;934;113;9900012000;112;212;1001312;10004;213000.0
134010020;146;934;113;9900012000;119;213;1001312;10004;9641600.0
134010020;146;934;113;9900012000;244;221;1001312;10004;314500.0
134010020;146;934;113;9900012000;244;222;1001312;10004;6000.0
134010020;146;934;113;9900012000;244;223;1001312;10004;2961800.0
134010020;146;934;113;9900012000;244;225;1001312;10004;731900.0
134010020;146;934;113;9900012000;244;226;1001312;10004;1769000.0
134010020;146;934;113;9900012000;851;290;1001312;10004;50000.0
134010020;146;934;113;9900012000;852;290;1001312;10004;366400.0
134010020;146;934;113;9900012000;853;290;1001312;10004;100000.0
134010020;146;934;113;9900012000;244;340;1001312;10004;6355000.0
132010010;146;932;103;9900020000;244;290;1001200;10004;-131519.52
132010010;146;932;103;9900020000;244;290;1001200;10998;131519.52
132010010;146;932;103;9900011000;244;221;1001103;10004;-76800.0
132010010;146;932;103;9900011000;244;221;1001103;10998;76800.0
839010010;151;939;113;9900060000;612;241;1001400;10183;-554600.0
839010010;151;939;113;9900060000;612;241;1001400;10190;-100000.0
839010010;151;939;113;9900060000;612;241;1001400;10190;100000.0
839010010;151;939;113;9900060000;612;241;1001400;10183;554600.0
839010010;151;939;113;9900060000;612;241;1001400;10189;600000.0
839010010;151;939;503;9900060000;612;241;1002000;10189;1630500.0
132010010;146;932;103;9900011000;244;226;1001103;10004;-21318.88
132010010;146;932;103;9900011000;244;226;1001103;10998;21318.88
101010010;146;901;113;5500020000;244;221;1001402;10004;-304026.41
101010010;146;901;113;5500020000;244;221;1001402;10004;304026.41
838010010;150;938;104;9900075160;129;213;2001100;10004;23794.0
838010010;150;938;104;9900075160;121;211;2001100;10004;78789.0
844010010;155;944;104;9900075160;121;211;2001100;10004;127752.0
844010010;155;944;104;9900075160;129;213;2001100;10004;38581.0
106010270;146;906;709;4580012000;111;211;1001302;10004;178400.0
106010270;146;906;709;4580012000;119;213;1001302;10004;53600.0
106010010;146;906;709;4580011000;121;211;1001103;10004;289700.0
106010010;146;906;709;4580011000;129;213;1001103;10004;87500.0
109010010;146;909;702;45700S3790;414;310;2002464;10485;2615600.0
101010020;146;901;113;5500020000;244;226;1003010;10004;-550000.0
101010020;146;901;113;9900090000;831;296;1003002;10004;-243645700.0
101010020;146;901;1301;9900090000;730;231;1003000;10998;-1817700.0
101010020;146;901;1402;9900090000;540;251;1003000;10004;6228000.0
108010010;146;908;408;6000060000;814;241;1002000;10371;56600000.0
108010010;146;908;408;6000060000;814;241;1002000;10440;164000000.0
109010010;146;909;701;45100S1590;414;310;1002429;10444;0.0
109010010;146;909;701;45100S1590;414;226;1002429;10022;0.0
109010010;146;909;701;45100S1590;414;310;2002429;10444;0.0
109010010;146;909;701;45100S1590;414;226;2002429;10022;0.0
109010010;146;909;701;45100S1590;414;310;1002428;10442;0.0
109010010;146;909;701;45100S1590;414;226;1002428;10022;0.0
109010010;146;909;701;45100S1590;414;310;2002428;10442;0.0
109010010;146;909;701;45100S1590;414;226;2002428;10022;0.0
101010030;146;901;113;5500012000;244;340;1001301;10004;-62477.2
101010030;146;901;113;5500012000;244;340;1001301;10998;62477.2
104010010;146;904;1101;5900060000;621;241;1001000;10176;312000.0
104010010;146;904;1101;5900060000;621;241;1001000;10178;94000.0
104010010;146;904;1105;9900011000;121;211;1001103;10004;100300.0
104010010;146;904;1105;9900011000;129;213;1001103;10004;30300.0
841010010;153;941;113;9900060000;611;241;1001400;10181;-33999.25
841010010;153;941;113;9900060000;611;241;1001400;10184;33999.25
