facialacc_cls;budget;kvsr;kfsr;kcsr;kvr;kesr;subkesr;meanstype;summa
106010010;146;906;701;4510060000;611;241;1001000;10188;168535700.0
106010010;146;906;701;4510060000;611;241;1001000;10191;84684200.0
106010010;146;906;701;4510060000;611;241;1001013;10186;31000000.0
106010010;146;906;701;4510060000;612;241;1001000;10184;26171800.0
106010010;146;906;701;4510060000;612;241;1001000;10189;4418000.0
106010010;146;906;701;4510060000;612;241;1001000;10190;3880500.0
106010010;146;906;701;4510060000;612;241;1001000;10191;251500.0
106010010;146;906;701;4510060000;621;241;1001000;10176;21496600.0
106010010;146;906;701;4510060000;621;241;1001000;10177;37000.0
840010010;152;940;1204;9900020000;244;226;1001400;10004;-276100.0
840010010;152;940;1204;9900020000;244;226;2000000;10004;276100.0
157010050;146;957;309;9900012000;244;310;1001310;10004;-8000.2
157010050;146;957;309;9900012000;244;310;1001310;10998;8000.2
842010010;154;942;1101;9900060000;814;242;1001018;10252;-690100.0
842010010;154;942;1101;9900060000;814;242;1001018;10252;690100.0
110010010;146;910;409;2100020000;244;225;1002000;10255;-186.5
110010010;146;910;409;2100020000;244;225;1002000;10998;186.5
134010030;146;934;113;9900012000;244;226;1001311;10004;-78585.0
134010030;146;934;113;9900012000;244;226;1001311;10998;78585.0
110010010;146;910;409;6100020000;244;225;1002000;10056;3000000.0
110010010;146;910;409;6100020000;244;225;1002000;10057;-19000000.0
110010010;146;910;409;6100020000;244;225;1002000;10059;2400000.0
110010010;146;910;409;6100020000;244;310;1002000;10004;13600000.0
836010010;148;936;409;9900020000;244;226;1002000;10004;-134035.0
836010010;148;936;409;9900020000;244;225;1002000;10105;134035.0
106010010;146;906;701;4510060000;611;241;1001000;10185;4000000.0
106010010;146;906;702;4520060000;611;241;1001000;10181;-522000.0
106010010;146;906;702;4520060000;611;241;1001000;10186;-82900.0
106010010;146;906;702;4520060000;611;241;1001000;10188;522000.0
106010010;146;906;702;4520060000;611;241;1001000;10191;82900.0
106010010;146;906;702;4520060000;612;241;1001000;10189;300000.0
106010010;146;906;702;4520060000;612;241;1001000;10190;-300000.0
106010010;146;906;702;9900075060;611;241;2001061;10179;10920.0
106010010;146;906;702;9900075060;611;241;2001061;10186;-10000.0
106010010;146;906;702;9900075060;611;241;2001061;10191;-920.0
106010010;146;906;703;4530060000;621;241;1001000;10186;17500.0
106010010;146;906;703;4530060000;621;241;1001000;10191;-17500.0
106010010;146;906;709;4550060000;612;241;1001000;10177;-10000.0
106010010;146;906;709;4550060000;612;241;1001000;10186;55000.0
106010010;146;906;709;4550060000;612;241;1001000;10187;-45000.0
106010010;146;906;709;4550060000;621;241;1001000;10176;120000.0
106010010;146;906;709;4550060000;621;241;1001000;10178;36240.0
106010010;146;906;709;4550060000;621;241;1001000;10183;1042193.68
106010010;146;906;709;4550060000;621;241;1001000;10186;-58278.0
106010010;146;906;709;4550060000;622;241;1001000;10184;-1140155.68
837010010;149;937;503;À3000L5550;244;225;2002000;10004;9855510.0
837010010;149;937;503;À3000L5550;244;225;3002000;10004;18303090.0
837010010;149;937;503;À3000R5550;244;225;2002000;10004;-28158600.0
839010010;151;939;113;9900060000;611;241;1001400;10188;5000.0
839010010;151;939;113;9900060000;611;241;1001400;10189;-55000.0
839010010;151;939;113;9900060000;611;241;1001400;10186;-25000.0
839010010;151;939;113;9900060000;611;241;1001400;10191;75000.0
839010010;151;939;503;9900060000;611;241;1002000;10188;69550.0
839010010;151;939;503;9900060000;611;241;1002000;10189;-69550.0
839010010;151;939;503;Ä3000L5550;244;226;1002000;10004;-193242.92
839010010;151;939;503;Ä3000L5550;244;310;1002000;10004;193242.92
110010010;146;910;505;9900060000;611;241;1001420;10176;4811840.0
110010010;146;910;505;9900060000;611;241;1001420;10178;1307518.0
110010010;146;910;505;9900060000;611;241;1001420;10179;-265980.0
110010010;146;910;505;9900060000;611;241;1001420;10181;127711.0
110010010;146;910;505;9900060000;611;241;1001420;10183;1150713.0
110010010;146;910;505;9900060000;611;241;1001420;10186;-2159380.0
110010010;146;910;505;9900060000;611;241;1001420;10191;-4972422.0
843010010;147;943;503;9900020000;244;226;1002000;10004;-86720.0
843010010;147;943;503;9900020000;244;225;1002000;10004;-282886.01
843010010;147;943;503;9900020000;244;224;1002000;10004;24500.01
843010010;147;943;503;9900020000;244;310;1002000;10004;345106.0
109010010;146;909;503;9900040000;414;226;1002643;10022;-103852.31
109010010;146;909;503;9900040000;414;226;1002643;10998;103852.31
106010270;146;906;709;4580012000;244;226;1001302;10004;-1275.36
106010270;146;906;709;4580012000;244;226;1001302;10998;1275.36
109010010;146;909;503;9900040000;414;226;1002643;10998;-103852.31
109010010;146;909;503;9900040000;414;226;1002643;10022;103852.31
109010010;146;909;702;4570020000;243;226;1002000;10998;-3596963.49
109010010;146;909;702;4570020000;243;226;1002000;10412;3596963.49
109010010;146;909;702;4570040000;414;226;1002189;10998;-1338786.64
109010010;146;909;702;4570040000;414;226;1002189;10022;1338786.64
109010010;146;909;502;2000040000;414;310;1002635;10022;-578767.37
109010010;146;909;502;20000S3880;414;310;1002635;10415;578767.37
109010010;146;909;502;20000L3880;414;226;1002635;10415;-500000.0
109010010;146;909;502;20000S3880;414;226;1002635;10415;500000.0
109010010;146;909;502;2000073880;414;310;2002635;10415;-298500000.0
109010010;146;909;502;20000S3880;414;310;2002635;10415;298500000.0
109010010;146;909;502;20000R3880;414;226;2002635;10415;-9500000.0
109010010;146;909;502;20000S3880;414;226;2002635;10415;9500000.0
106010270;146;906;709;4580012000;244;340;1001302;10004;-27183.34
106010270;146;906;709;4580012000;244;340;1001302;10998;27183.34
841010010;153;941;113;9900060000;611;241;1001400;10189;-230300.0
841010010;153;941;113;9900060000;611;241;1001400;10191;111050.0
841010010;153;941;113;9900060000;611;241;1001400;10185;600000.0
841010010;153;941;113;9900060000;611;241;1001400;10186;-105550.0
841010010;153;941;113;9900060000;611;241;1001400;10183;-375200.0
838010010;150;938;107;9900020000;880;296;1003007;10038;-400000.0
838010010;150;938;107;9900091000;880;296;1003007;10038;400000.0
110010010;146;910;503;9900020000;244;225;1002000;10409;-86906.0
110010010;146;910;503;9900020000;244;226;1002000;10409;86906.0
842010010;154;942;503;Ê2000S3320;244;225;1002000;10004;-2000000.0
112010010;146;912;503;9900090000;831;296;1002000;10004;1014633.0
112010010;146;912;503;9900090000;831;293;1002000;10004;1125.0
109010010;146;909;412;9900020000;244;221;1001200;10004;-1575.53
109010010;146;909;412;9900020000;244;221;1001200;10004;1575.53
134010030;146;934;113;9900012000;244;296;1001311;10004;52000.0
134010030;146;934;113;9900012000;244;296;1001311;10004;-52000.0
134010010;146;934;1003;9900073420;622;241;2001026;10190;-598850.0
134010010;146;934;1003;9900073420;622;241;2001026;10190;598850.0
837010010;149;937;503;À3000L5550;244;225;1002000;10004;-3128733.33
837010010;149;937;503;À3000L5550;244;225;1002000;10004;3128733.33
837010010;149;937;503;À3000R5550;244;225;2002000;10004;-28158600.0
837010010;149;937;503;À3000R5550;244;225;2002000;10004;28158600.0
840010010;152;940;503;Æ200073320;244;310;2002000;10004;-79617.17
840010010;152;940;503;Æ200073320;244;226;2002000;10004;79617.17
840010010;152;940;503;9900090000;831;290;1003002;10004;-0.03
840010010;152;940;503;9900090000;831;296;1003002;10004;0.03
109010010;146;909;409;2100040000;414;310;1002453;10022;-18535377.44
109010010;146;909;409;2100040000;414;310;1002453;10022;18535377.44
134010030;146;934;113;9900012000;244;226;1001311;10004;-2780000.0
134010030;146;934;113;9900012000;243;226;1001311;10004;780000.0
134010030;146;934;113;9900012000;244;310;1001311;10004;2000000.0
134010030;146;934;113;9900012000;244;221;1001311;10004;-1300000.0
134010030;146;934;113;9900012000;244;296;1001311;10004;-1200000.0
134010020;146;934;113;9900012000;244;340;1001312;10004;2500000.0
837010010;149;937;113;9900060000;611;241;1001400;10177;500.0
117010010;146;917;501;9900020000;244;225;1002000;10004;32800.0
117010010;146;917;501;9900020000;244;225;1002000;10998;-32800.0
117010010;146;917;501;9900020000;244;225;1002000;10004;-32800.0
114010010;146;914;707;9900060000;622;241;1001000;10184;7140400.0
843010010;147;943;503;9900060000;611;241;1001400;10191;-9000.0
843010010;147;943;503;9900060000;611;241;1001400;10189;9000.0
843010010;147;943;503;9900060000;611;241;1001400;10183;-116000.0
843010010;147;943;503;9900060000;611;241;1001400;10186;116000.0
843010010;147;943;113;9900060000;611;241;1001400;10185;-623713.93
843010010;147;943;113;9900060000;611;241;1001400;10179;135038.54
843010010;147;943;113;9900060000;611;241;1001400;10186;488675.39
114010010;146;914;1001;5400080000;321;263;1001049;10004;-848028.0
114010010;146;914;1006;20000S3080;244;225;1001400;10002;-11456.1
114010010;146;914;1006;20000S3080;244;225;1001400;10998;11456.1
114010010;146;914;1006;9900020000;244;310;1001200;10004;-45708.16
114010010;146;914;1006;9900020000;244;310;1001200;10998;45708.16
838010010;150;938;503;Â100060000;611;241;1002000;10191;-42500.0
838010010;150;938;503;Â100060000;611;241;1002000;10190;42500.0
103010010;146;903;801;69000S4010;622;241;1001039;10190;-1107254.0
103010010;146;903;801;69000S4010;622;241;1001039;10189;1107254.0
103010010;146;903;801;9900074010;622;241;2001039;10190;-3490974.46
103010010;146;903;801;9900074010;622;241;2001039;10189;3490974.46
106010270;146;906;709;4580012000;243;225;1001302;10001;-2732.69
106010270;146;906;709;4580012000;243;225;1001302;10998;2732.69
104010010;146;904;703;5900060000;612;241;1001000;10184;200000.0
104010010;146;904;703;5900060000;612;241;1001000;10186;-200000.0
117010010;146;917;1003;9900080000;322;262;1002000;10194;0.0
157010010;146;957;309;9900090000;852;291;1001200;10004;-100.0
157010010;146;957;309;9900090000;853;292;1001200;10004;100.0
103010010;146;903;801;99000R5170;612;241;2001027;10189;-419300.0
103010010;146;903;801;99000R5170;612;241;2001027;10190;-611567.6
103010010;146;903;801;99000R5170;612;241;2001027;10191;-273799.4
103010010;146;903;801;99000R5170;612;241;2001027;10186;-70294.0
115010010;146;915;503;0700060000;814;241;1002000;10065;-1009953.0
115010010;146;915;503;0700060000;814;241;1002000;10019;-5805.0
103010010;146;903;801;99000R5170;612;241;2001027;10189;419300.0
103010010;146;903;801;99000R5170;612;241;2001027;10190;611567.6
103010010;146;903;801;99000R5170;612;241;2001027;10191;273799.4
103010010;146;903;801;99000R5170;612;241;2001027;10186;70294.0
117010010;146;917;709;4510040000;412;310;2002654;10022;-119002000.0
117010010;146;917;709;4510040000;412;310;1002000;10022;-22068000.0
117010010;146;917;709;45100S3840;412;310;1002654;10446;598000.0
117010010;146;917;709;45100S3840;412;310;2002654;10446;119002000.0
117010010;146;917;709;4510040000;412;310;1002654;10022;21470000.0
106010010;146;906;701;4510060000;611;241;1001000;10181;-4000000.0
134010020;146;934;113;9900012000;244;340;1001312;10004;-99903.52
134010020;146;934;113;9900012000;244;340;1001312;10998;99903.52
109010010;146;909;701;71000L0210;414;310;2002609;10437;-484206.02
109010010;146;909;701;71000L0210;414;310;3002609;10437;-1129814.04
109010010;146;909;701;71000L0210;414;310;1002609;10437;-1010005.6
844010010;155;944;503;Å300060000;611;241;1002000;10183;-15593170.44
844010010;155;944;503;Å300060000;611;241;1002000;10183;15593170.44
844010010;155;944;309;9900020000;244;225;1001404;10004;-30.0
844010010;155;944;309;9900020000;244;340;1001404;10004;-20000.0
844010010;155;944;309;9900020000;244;310;1001404;10004;20030.0
103010010;146;903;801;6900060000;611;241;1001000;10176;-429340.0
103010010;146;903;801;6900060000;611;241;1001000;10178;-129660.0
103010010;146;903;801;6900060000;612;241;1001000;10180;559000.0
843010010;147;943;1101;9900020000;244;226;1001019;10004;-30000.0
843010010;147;943;1101;9900020000;244;310;1001019;10004;30000.0
134010030;146;934;113;9900012000;244;226;1001311;10004;-7530.0
134010030;146;934;113;9900012000;244;226;1001311;10998;7530.0
114010010;146;914;707;9900060000;622;241;1001000;10183;-210000.0
114010010;146;914;707;9900060000;622;241;1001000;10184;-89756.44
114010010;146;914;707;9900060000;622;241;1001000;10186;-101456.84
114010010;146;914;707;9900060000;622;241;1001000;10189;401213.28
839010010;151;939;503;9900060000;612;241;1002000;10186;-1513.62
839010010;151;939;503;9900020000;244;226;1002000;10004;1513.62
103010010;146;903;801;6900060000;612;241;1001000;10186;4138499.52
103010010;146;903;801;6900060000;612;241;1001000;10190;-4235407.52
103010010;146;903;801;6900060000;612;241;1001000;10191;79608.0
103010010;146;903;801;6900060000;612;241;1001000;10189;37800.0
103010010;146;903;801;6900060000;612;241;1001000;10187;-20500.0
844010010;155;944;309;9900020000;244;310;1001404;10004;-8600.0
844010010;155;944;309;9900020000;244;310;1001404;10004;8600.0
844010010;155;944;503;9900072000;611;241;2002000;10186;-1038952.0
844010010;155;944;503;9900072000;611;241;2002000;10183;1038952.0
110010010;146;910;503;99000S3320;243;225;1002000;10256;-3757658.0
110010010;146;910;503;9900020000;243;225;1002000;10256;3757658.0
114010210;146;914;1002;5400012000;244;310;1001303;10004;-59702.69
114010210;146;914;1002;5400012000;244;310;1001303;10998;59702.69
114010210;146;914;1002;5400012000;244;225;1001303;10004;-570.0
114010210;146;914;1002;5400012000;244;225;1001303;10998;570.0
114010010;146;914;1006;9900020000;244;221;1001200;10004;40211.0
114010010;146;914;1006;9900020000;244;225;1001200;10004;76000.0
114010010;146;914;1006;9900020000;244;226;1001200;10004;-116211.0
104010010;146;904;1101;48000S3320;622;241;1001036;10184;40790.0
104010010;146;904;1101;48000S3320;622;241;1001036;10186;-40790.0
104010010;146;904;1101;9900073320;622;241;2001036;10184;775000.01
104010010;146;904;1101;9900073320;622;241;2001036;10186;-775000.01
114010210;146;914;1002;5400012000;244;226;1001303;10004;-380.74
114010210;146;914;1002;5400012000;244;226;1001303;10998;380.74
837010010;149;937;204;9900020000;244;226;1001405;10004;-1800.0
837010010;149;937;204;9900020000;244;340;1001405;10004;1800.0
104010010;146;904;1101;6600060000;622;241;1001000;10186;-47280.0
104010010;146;904;1101;6600060000;622;241;1001000;10183;6460.0
104010010;146;904;1101;6600060000;622;241;1001000;10189;36820.0
104010010;146;904;1101;6600060000;622;241;1001000;10191;4000.0
841010010;153;941;113;9900060000;611;241;1001400;10187;-135000.0
841010010;153;941;113;9900060000;611;241;1001400;10188;135000.0
110010010;146;910;503;4800020000;244;225;1002000;10998;-342585.15
110010010;146;910;409;9900090000;831;296;1002000;10004;342585.15
110010010;146;910;503;4800020000;244;225;1002000;10998;-96814.85
110010010;146;910;409;9900090000;831;296;1002000;10004;96814.85
110010010;146;910;503;9900020000;244;225;1002000;10998;-214015.2
110010010;146;910;409;9900090000;831;296;1002000;10004;189196.2
110010010;146;910;505;9900090000;831;296;1002000;10004;24819.0
110010010;146;910;603;6400020000;244;225;1002000;10431;-1100.02
110010010;146;910;503;9900020000;244;225;1002000;10273;-177500.0
110010010;146;910;503;9900020000;244;225;1002000;10408;-87000.0
110010010;146;910;503;9900020000;244;340;1002000;10004;-2100.0
110010010;146;910;503;9900060000;814;241;1002000;10046;-54917.81
110010010;146;910;409;9900090000;831;296;1002000;10004;322617.83
109010010;146;909;801;2000073080;244;225;2002608;10286;-0.2
109010010;146;909;801;2000073080;244;226;2002608;10286;0.2
110010010;146;910;503;9900020000;244;225;1002000;10381;173.68
110010010;146;910;503;99000S3320;244;225;1002000;10381;-173.68
844010010;155;944;1101;9900060000;814;242;1001018;10252;-247776.0
844010010;155;944;1101;9900060000;814;242;1001018;10252;247776.0
106010270;146;906;709;4580020000;244;226;1001000;10004;-65100.0
106010010;146;906;709;4580020000;244;226;1001400;10004;65100.0
109010010;146;909;409;20000S3040;244;226;1002653;10398;-2782.97
109010010;146;909;409;20000S3040;244;226;1002653;10398;2782.97
109010010;146;909;409;2000073040;244;226;2002653;10398;-25046.72
109010010;146;909;409;2000073040;244;226;2002653;10398;25046.72
157010050;146;957;309;9900012000;244;310;1001310;10004;110000.0
157010050;146;957;309;9900012000;244;225;1001310;10002;-110000.0
844010010;155;944;113;9900060000;611;241;1001400;10189;96000.0
844010010;155;944;113;9900060000;611;241;1001400;10187;-96000.0
117010010;146;917;501;9900020000;244;225;1002000;10004;-1835.0
117010010;146;917;501;9900020000;244;225;1002000;10998;1835.0
109010010;146;909;702;4570040000;414;226;1002056;10022;-75599.26
109010010;146;909;702;4570040000;414;226;1002056;10022;75599.26
838010010;150;938;503;9900060000;612;241;2002000;10190;-639100.0
838010010;150;938;503;9900072000;612;241;2002000;10190;639100.0
844010010;155;944;113;9900060000;611;241;1001400;10181;-1745101.95
844010010;155;944;113;9900060000;611;241;1001400;10179;479695.77
844010010;155;944;113;9900060000;611;241;1001400;10179;-479695.77
844010010;155;944;113;9900060000;611;241;1001400;10181;1745101.95
844010010;155;944;113;9900060000;611;241;1001400;10183;-1149512.74
844010010;155;944;113;9900060000;611;241;1001400;10183;1149512.74
844010010;155;944;113;9900060000;611;241;1001400;10186;-535308.47
844010010;155;944;113;9900060000;611;241;1001400;10186;535308.47
844010010;155;944;113;9900060000;611;241;1001400;10189;-80195.0
844010010;155;944;113;9900060000;611;241;1001400;10189;80195.0
844010010;155;944;113;9900060000;611;241;1001400;10191;-1849011.73
844010010;155;944;113;9900060000;611;241;1001400;10191;1849011.73
844010010;155;944;409;Å300060000;612;241;1002000;10185;-4901130.44
844010010;155;944;409;Å300060000;612;241;1002000;10185;4901130.44
844010010;155;944;409;Å3000S3270;612;241;1002000;10185;-1971940.0
844010010;155;944;409;Å3000S3270;612;241;1002000;10185;1971940.0
844010010;155;944;409;Å3000S3270;612;241;2002000;10185;-27460000.0
844010010;155;944;409;Å3000S3270;612;241;2002000;10185;27460000.0
109010010;146;909;702;4570040000;414;226;1002056;10022;-75599.26
109010010;146;909;702;4570040000;414;226;1002056;10022;75599.26
840010010;152;940;113;9900060000;611;241;1001400;10191;-450000.0
840010010;152;940;113;9900060000;612;241;1001400;10189;450000.0
109010010;146;909;701;71000L0210;414;310;2002605;10441;-2802932.73
109010010;146;909;701;71000L0210;414;310;3002605;10441;-6540176.38
109010010;146;909;701;71000L0210;414;310;1002605;10441;-491742.58
117010010;146;917;412;9900020000;244;226;1002000;10004;682348.59
117010010;146;917;412;9900020000;244;226;1002000;10998;-682348.59
117010010;146;917;501;9900020000;244;225;1002000;10004;3972597.31
117010010;146;917;501;9900020000;244;225;1002000;10998;-3972597.31
117010010;146;917;501;9900020000;244;225;1002000;10004;91537.28
117010010;146;917;501;9900020000;244;225;1002000;10998;-91537.28
101010010;146;901;113;5500090000;853;291;1001200;10004;-5000.0
101010010;146;901;113;5500090000;853;292;1001200;10004;5000.0
836010020;148;936;503;9900012000;244;225;1001300;10004;-489805.33
836010020;148;936;503;9900012000;244;226;1001300;10004;489805.33
110010010;146;910;503;6800020000;244;225;1002000;10004;-1093187.78
110010010;146;910;503;6800020000;244;225;1002000;10426;-2311290.0
110010010;146;910;503;68000S5550;244;225;1002000;10004;3404477.78
110010010;146;910;503;68000Z5550;244;225;2002000;10004;30640300.0
110010010;146;910;503;6800020000;244;225;1002000;10004;0.0
110010010;146;910;409;9900020000;244;225;1002000;10004;-564000.0
110010010;146;910;409;9900020000;244;226;1002000;10004;564000.0
109010010;146;909;701;71000L0210;414;310;1002605;10441;-1077795.89
109010010;146;909;701;71000L0210;414;226;1002605;10441;1077795.89
109010010;146;909;701;71000L0210;414;310;2002605;10441;-6143434.05
109010010;146;909;701;71000L0210;414;226;2002605;10441;6143434.05
109010010;146;909;701;71000L0210;414;310;3002605;10441;-14334679.78
109010010;146;909;701;71000L0210;414;226;3002605;10441;14334679.78
844010010;155;944;113;9900060000;611;241;1001400;10187;-448000.0
844010010;155;944;113;9900060000;611;241;1001400;10187;448000.0
844010010;155;944;503;9900060000;611;241;1001400;10186;-1602938.14
106010010;146;906;701;4510060000;611;241;1001000;10187;200000.0
106010010;146;906;701;4510060000;611;241;1001000;10191;-200000.0
106010010;146;906;701;4510060000;621;241;1001000;10186;150000.0
106010010;146;906;701;4510060000;621;241;1001000;10188;-150000.0
106010010;146;906;702;3400060000;612;241;1001000;10183;116000.0
106010010;146;906;702;3400060000;612;241;1001000;10185;-116000.0
106010010;146;906;702;4520060000;611;241;1001000;10179;24342.37
106010010;146;906;702;4520060000;611;241;1001000;10181;-4549842.37
106010010;146;906;702;4520060000;611;241;1001000;10186;1000000.0
106010010;146;906;702;4520060000;611;241;1001000;10187;-2000000.0
106010010;146;906;702;4520060000;611;241;1001000;10188;5525500.0
106010010;146;906;702;9900075060;611;241;2001061;10183;-312598.0
106010010;146;906;702;9900075060;611;241;2001061;10186;16000.0
110010010;146;910;503;6800020000;244;225;1002000;10426;-17688710.0
110010010;146;910;503;68000L5550;244;225;1002000;10426;17688710.0
110010010;146;910;503;68000L5550;244;225;2002000;10426;55719436.5
110010010;146;910;503;68000L5550;244;225;3002000;10426;103478953.5
844010010;155;944;113;9900060000;611;241;1001400;10187;448000.0
134010030;146;934;113;9900012000;244;340;1001311;10004;-98601.0
134010030;146;934;113;9900012000;244;340;1001311;10998;98601.0
106010010;146;906;702;9900075060;611;241;2001061;10191;296598.0
106010010;146;906;709;4550060000;612;241;1001000;10180;25000.0
106010010;146;906;709;4550060000;612;241;1001000;10186;-25000.0
844010010;155;944;503;9900060000;611;241;1001400;10186;1602938.14
844010010;155;944;503;9900072000;611;241;2002000;10183;-3517866.42
844010010;155;944;503;9900072000;611;241;2002000;10183;3517866.42
844010010;155;944;503;9900072000;611;241;2002000;10186;-1039000.0
844010010;155;944;503;9900072000;611;241;2002000;10186;1039000.0
844010010;155;944;503;Å100060000;611;241;1002000;10183;-2118386.82
844010010;155;944;503;Å100060000;611;241;1002000;10183;2118386.82
844010010;155;944;503;Å1000L5550;612;241;1002000;10183;-1881613.18
844010010;155;944;503;Å1000L5550;612;241;1002000;10183;1881613.18
844010010;155;944;503;Å1000R5550;612;241;2002000;10183;-16220060.0
844010010;155;944;503;Å1000R5550;612;241;2002000;10183;16220060.0
844010010;155;944;503;Å300060000;611;241;1002000;10186;-3761216.66
844010010;155;944;503;Å300060000;611;241;1002000;10186;3761216.66
844010010;155;944;503;Å300060000;611;241;1002000;10191;-100000.0
844010010;155;944;503;Å300060000;611;241;1002000;10191;100000.0
844010010;155;944;503;Å300060000;612;241;1002000;10183;-157010.0
844010010;155;944;503;Å300060000;612;241;1002000;10183;157010.0
844010010;155;944;503;Å300060000;612;241;1002000;10186;-50372.0
844010010;155;944;503;Å300060000;612;241;1002000;10186;50372.0
844010010;155;944;503;Å300060000;612;241;1002000;10189;-14060.0
844010010;155;944;503;Å300060000;612;241;1002000;10189;14060.0
844010010;155;944;113;9900060000;611;241;1001400;10187;-448000.0
837010010;149;937;1101;À130020000;244;296;1001019;10004;-10000.0
157010010;146;957;309;3400020000;244;226;1001400;10004;-312000.0
157010010;146;957;309;3400020000;244;226;1001400;10998;312000.0
109010010;146;909;412;9900060000;611;241;1001400;10191;-1500005.0
109010010;146;909;412;9900060000;611;241;1001400;10191;1500005.0
837010010;149;937;1101;À130020000;244;340;1001019;10004;10000.0
837010010;149;937;104;9900011000;121;211;1001100;10004;-2562986.0
837010010;149;937;104;9900011000;129;213;1001100;10004;-752714.0
837010010;149;937;409;9900020000;244;226;1002000;10004;-683300.0
837010010;149;937;409;9900020000;831;296;1002000;10004;-150000.0
837010010;149;937;409;9900020000;853;295;1002000;10004;1150000.0
837010010;149;937;104;9900080000;321;262;1001200;10004;70600.0
837010010;149;937;113;9900060000;611;241;1001400;10176;1865136.0
837010010;149;937;113;9900060000;611;241;1001400;10178;562764.0
837010010;149;937;1204;9900020000;244;226;1001400;10004;500000.0
106010270;146;906;709;4580012000;244;221;1001302;10004;-51900.0
106010270;146;906;709;4580012000;243;225;1001302;10001;51900.0
117010010;146;917;412;9900020000;244;226;1002000;10004;-856599.46
117010010;146;917;412;9900020000;244;226;1002000;10998;856599.46
103010010;146;903;804;6900060000;621;241;1001000;10189;538850.0
103010010;146;903;804;6900060000;621;241;1001000;10186;-1278800.0
103010010;146;903;804;6900060000;621;241;1001000;10191;739950.0
117010010;146;917;709;4510040000;412;310;2002654;10022;119002000.0
114010010;146;914;1003;9900075090;322;262;2002000;10020;7775460.0
103010010;146;903;801;99000R5170;612;241;3001027;10189;-3928460.0
103010010;146;903;801;99000R5170;612;241;3001027;10189;778700.0
103010010;146;903;801;99000R5170;612;241;3001027;10190;1135768.4
103010010;146;903;801;99000R5170;612;241;3001027;10191;508484.6
103010010;146;903;801;99000R5170;612;241;3001027;10186;130546.0
108010010;146;908;408;9900020000;244;226;1001200;10004;-45000.0
108010010;146;908;408;9900020000;244;226;1001200;10004;45000.0
840010010;152;940;503;Æ2000S3320;244;226;1002000;10004;-35650.61
840010010;152;940;503;Æ2000S3320;244;310;1002000;10004;35650.61
840010010;152;940;104;9900011000;853;291;1001100;10004;-1000.0
840010010;152;940;104;9900011000;853;292;1001100;10004;1000.0
840010010;152;940;503;9900090000;831;296;1003002;10004;-2000.0
840010010;152;940;503;9900090000;851;293;1003002;10004;2000.0
117010010;146;917;501;3400020000;244;226;1002000;10004;-350.0
109010010;146;909;412;9900060000;611;241;1001400;10191;-3000000.0
109010010;146;909;412;9900060000;611;241;1001400;10191;3000000.0
114010010;146;914;707;9900060000;622;241;1001000;10184;277647.6
114010010;146;914;707;9900060000;622;241;1001000;10186;-574942.72
114010010;146;914;707;9900060000;622;241;1001000;10189;297295.12
110010010;146;910;501;7000060000;634;242;1002000;10041;-862829.02
110010010;146;910;505;9900090000;831;296;1002000;10004;862829.02
117010010;146;917;501;3400020000;244;226;1002000;10998;350.0
103010010;146;903;801;99000R5170;612;241;2001027;10189;419300.0
103010010;146;903;801;99000R5170;612;241;2001027;10190;611567.6
103010010;146;903;801;99000R5170;612;241;2001027;10191;273799.4
103010010;146;903;801;99000R5170;612;241;2001027;10186;70294.0
110010010;146;910;503;9900020000;244;224;1002000;10409;404000.0
110010010;146;910;503;9900020000;244;225;1002000;10409;-404000.0
114010010;146;914;1006;9900020000;244;310;1001200;10004;-109.38
114010010;146;914;1006;9900020000;244;310;1001200;10998;109.38
836010010;148;936;104;9900011000;853;291;1001100;10004;-100.0
836010010;148;936;104;9900011000;853;292;1001100;10004;100.0
844010010;155;944;113;9900060000;611;241;1001400;10187;-75415.0
844010010;155;944;113;9900060000;611;241;1001400;10187;75415.0
840010010;152;940;503;9900090000;851;293;1003002;10004;-2000.0
840010010;152;940;503;9900090000;831;296;1003002;10004;2000.0
117010010;146;917;501;9900020000;244;225;1002000;10004;-4084851.41
117010010;146;917;412;9900020000;244;226;1002000;10004;-682348.59
132010010;146;932;103;9900011000;244;226;1001103;10004;-27403.94
132010010;146;932;103;9900011000;244;226;1001103;10998;27403.94
134010030;146;934;113;9900012000;244;226;1001311;10004;-8640.0
134010030;146;934;113;9900012000;244;226;1001311;10998;8640.0
134010010;146;934;412;9900090000;831;296;1002000;10004;4767200.0
844010010;155;944;104;9900011000;121;211;1001100;10004;1064728.0
844010010;155;944;104;9900011000;129;213;1001100;10004;-88602.0
844010010;155;944;104;9900011000;129;213;1001116;10004;-232782.0
844010010;155;944;104;9900011000;121;211;1001116;10004;-533293.0
844010010;155;944;104;9900011000;122;212;1001100;10004;-210051.0
844010010;155;944;104;9900075160;121;211;2001100;10004;4783.75
844010010;155;944;104;9900075160;129;213;2001100;10004;-4783.75
101010010;146;901;113;5500020000;244;226;1001402;10004;-74937.5
101010010;146;901;113;5500020000;244;226;1001402;10998;74937.5
109010010;146;909;412;9900020000;244;223;1001200;10004;-28108.5
109010010;146;909;412;9900020000;244;223;1001200;10004;28108.5
110010010;146;910;503;48000S3320;244;225;2002000;10004;37000000.0
106010010;146;906;703;99000S2000;611;241;2001076;10176;20116203.0
106010010;146;906;703;99000S2000;611;241;2001076;10178;6075093.0
